+-------------------------------------------------+--------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------------------------------+
| ID                                              | Name                                       | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                        |
| triumph:begin/pebble                            | [Pound dirt]                               | Shift+Right Click on a grass or dirt block with an empty hand to obtain pebbles.                                                                                                                                                                                                                                                                                                                                 | triumph:begin/root                            |
| triumph:begin/root                              | [Creation from Nothing]                    | Getting started with Ex Nihilo to create basic resources.                                                                                                                                                                                                                                                                                                                                                        | -                                             |
| triumph:begin/seeds                             | [Seeds of success]                         | Sieve dirt to get seeds.                                                                                                                                                                                                                                                                                                                                                                                         | triumph:begin/dirt                            |
| triumph:begin/shears                            | [Shear Delight]                            | Craft stone shears to collect leaves.                                                                                                                                                                                                                                                                                                                                                                            | triumph:begin/cobble                          |
| triumph:begin/sieve                             | [Sieve it to beaver]                       | Craft a sieve and a string mesh.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:begin/string                          |
| triumph:begin/silkworm                          | [I got worms!]                             | Use a crook on leaves to obtain a silkworm.                                                                                                                                                                                                                                                                                                                                                                      | triumph:begin/crook                           |
| triumph:begin/slimeblock                        | [I've been slimed]                         | Use a mushroom on witch water to create a slime block.                                                                                                                                                                                                                                                                                                                                                           | triumph:begin/mushroom                        |
| triumph:begin/string                            | [String me along]                          | Use a silkworm on leaves and let it spread. Harvest the infested leaves to get string.                                                                                                                                                                                                                                                                                                                           | triumph:begin/silkworm                        |
| triumph:begin/thaumcraft                        | [A funny feeling]                          | Sieve crushed netherrack to collect Thaumcraft crystals.                                                                                                                                                                                                                                                                                                                                                         | triumph:begin/root                            |
| triumph:begin/waterbucket                       | [Wet your whistle]                         | Craft a clay bucket and fill it with water.                                                                                                                                                                                                                                                                                                                                                                      | triumph:begin/clay                            |
| triumph:botania/apothecary                      | [Apothocary me home]                       | Craft a petal apothocary.                                                                                                                                                                                                                                                                                                                                                                                        | triumph:botania/white                         |
| triumph:botania/dye                             | [To dye for]                               | Craft floral powder.                                                                                                                                                                                                                                                                                                                                                                                             | triumph:botania/pestle                        |
| triumph:botania/generation                      | [Mana generation flower]                   | Craft an endoflame or a hydroangeas to start generating mana.                                                                                                                                                                                                                                                                                                                                                    | triumph:botania/spreader                      |
| triumph:botania/livingrock                      | [Living Rock]                              | Place stone around a pure daisy to create living rock.                                                                                                                                                                                                                                                                                                                                                           | triumph:botania/puredaisy                     |
| triumph:botania/livingwood                      | [Living Wood]                              | Plant the pure daisy and place logs around it to create living wood.                                                                                                                                                                                                                                                                                                                                             | triumph:botania/puredaisy                     |
| triumph:botania/pestle                          | [Witness a mortar]                         | Craft a pestle and mortar.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:botania/root                          |
| triumph:botania/pool                            | [Mana Pool]                                | Craft a mana pool.                                                                                                                                                                                                                                                                                                                                                                                               | triumph:botania/livingrock                    |
| triumph:botania/puredaisy                       | [Purest of the Daisies]                    | Use the petal apothecary to craft a pure daisy.                                                                                                                                                                                                                                                                                                                                                                  | triumph:botania/apothecary                    |
| triumph:botania/root                            | [Botanical Wonders]                        | Using Botania to create additional resources.                                                                                                                                                                                                                                                                                                                                                                    | -                                             |
| triumph:botania/spreader                        | [Start spreading the mana]                 | Craft a mana spreader.                                                                                                                                                                                                                                                                                                                                                                                           | triumph:botania/wand                          |
| triumph:botania/wand                            | [Wand of the forest]                       | Craft a wand of the forest.                                                                                                                                                                                                                                                                                                                                                                                      | triumph:botania/livingwood                    |
| triumph:botania/white                           | [Flower collector]                         | Continue crafting and using floral fertilizer.
You will need at least 2 mystical white flowers to get started.                                                                                                                                                                                                                                                                                                   | triumph:botania/dye                           |
| triumph:example/example_root                    | [In the begginning...]                     | Guide to getting started with Garden of Grass2                                                                                                                                                                                                                                                                                                                                                                   | -                                             |
| twilightforest:arctic_armor_dyed                | [Getting in Fashion]                       | Dye all four pieces of Arctic Armor.                                                                                                                                                                                                                                                                                                                                                                             | twilightforest:progress_yeti                  |
| twilightforest:break_glass_sword                | [One Hit Wonder]                           | Hope you made good use of that.                                                                                                                                                                                                                                                                                                                                                                                  | twilightforest:progress_yeti                  |
| twilightforest:experiment_115                   | [Mystery Meat?]                            | It looks like cake, though...                                                                                                                                                                                                                                                                                                                                                                                    | twilightforest:progress_knights               |
| twilightforest:experiment_115_115               | [Eating 115 Everyday, 115 Years, Forever]  | eating experiment one-hundred-fifteen all day, forever, one-hundred-fifteen times experiment one-hundred-fifteen, experiment one-hundred-fifteen dot com, double-u double-u double-u dot experiment one-hundred-fifteen dot com, one-hundred-fifteen years, every minute experiment one-hundred-fifteen dot com, double-u double-u double-u dot one-hundred-fifteen times experiment one-hundred-fifteen dot com | twilightforest:experiment_115                 |
| twilightforest:experiment_115_self_replenishing | [Making a note: Huge Success!]             | It's so delicious and moist!                                                                                                                                                                                                                                                                                                                                                                                     | twilightforest:experiment_115                 |
| twilightforest:fiery_set                        | [Gallons of Blood and Tears]               | Wield a fiery tool or weapon while wearing at least one piece of fiery armor.                                                                                                                                                                                                                                                                                                                                    | twilightforest:progress_hydra                 |
| twilightforest:ghast_trap                       | [Something Strange in Towerwood]           | Slay the Carminite Ghastlings around a Ghast Trap and activate to wrench the Ur-Ghast from the sky!                                                                                                                                                                                                                                                                                                              | twilightforest:progress_knights               |
| twilightforest:hedge                            | [Bug Stomper]                              | Defeat a spider in a Hedge Maze.                                                                                                                                                                                                                                                                                                                                                                                 | twilightforest:root                           |
| twilightforest:hill1                            | [The Boots Are Mine!]                      | Defeat a Redcap Goblin in a small Hollow Hill.                                                                                                                                                                                                                                                                                                                                                                   | twilightforest:root                           |
| twilightforest:hill2                            | [What Was That Noise?]                     | Defeat a Redcap Sapper in a medium Hollow Hill.                                                                                                                                                                                                                                                                                                                                                                  | twilightforest:hill1                          |
| twilightforest:hill3                            | [I See Right Through You]                  | Defeat a Twilight Wraith in a large Hollow Hill.                                                                                                                                                                                                                                                                                                                                                                 | twilightforest:hill2                          |
| twilightforest:hydra_chop                       | [Hydra Chop, Baby!]                        | Chow down on some overpowered Hydra meat when your food bar is empty.                                                                                                                                                                                                                                                                                                                                            | twilightforest:progress_hydra                 |
| twilightforest:lich_scepters                    | [By Our Powers Combined!]                  | Acquire all four scepters of power.                                                                                                                                                                                                                                                                                                                                                                              | twilightforest:progress_lich                  |
| twilightforest:magic_map                        | [I Can See Forever]                        | Craft the Magic Map.                                                                                                                                                                                                                                                                                                                                                                                             | twilightforest:magic_map_focus                |
| twilightforest:magic_map_focus                  | [With Fire It Writes]                      | Craft the Magic Map Focus with a Raven Feather, Glowstone Dust, and Torchberries.                                                                                                                                                                                                                                                                                                                                | twilightforest:twilight_hunter                |
| twilightforest:maze_map                         | [And Now, to Find the Exit]                | Craft the Maze Map after obtaining the focus from the labyrinth.                                                                                                                                                                                                                                                                                                                                                 | twilightforest:magic_map                      |
| twilightforest:mazebreaker                      | [Breaking the Maze]                        | Find the Mazebreaker pickaxe in the secret labyrinth vault.                                                                                                                                                                                                                                                                                                                                                      | twilightforest:progress_labyrinth             |
| twilightforest:naga_armors                      | [Naga Armorer]                             | Craft both Naga Scale chest and leg armor.                                                                                                                                                                                                                                                                                                                                                                       | twilightforest:progress_naga                  |
| twilightforest:ore_map                          | [How Can That Be Worth It?]                | Craft the Maze/Ore Map.                                                                                                                                                                                                                                                                                                                                                                                          | twilightforest:maze_map                       |
| twilightforest:progress_castle                  | [So Castle Very Wow [NYI]]                 | What could even be in that castle?!?                                                                                                                                                                                                                                                                                                                                                                             | twilightforest:progress_thorns                |
| twilightforest:progress_glacier                 | [Clear Skies]                              | Defeat the Snow Queen atop the Aurora Palace.                                                                                                                                                                                                                                                                                                                                                                    | twilightforest:progress_yeti                  |
| twilightforest:progress_hydra                   | [Hydra Slayer]                             | Defeat the mighty Hydra and empower yourself.                                                                                                                                                                                                                                                                                                                                                                    | twilightforest:progress_labyrinth             |
| twilightforest:progress_knights                 | [Carminite Acclimation]                    | Settle the restless phantoms in the Knight's Tomb and the carminite tower's devices will obey you.                                                                                                                                                                                                                                                                                                               | twilightforest:progress_trophy_pedestal       |
| twilightforest:progress_labyrinth               | [Mighty Stroganoff]                        | The meat & mushroom stew pleasantly warms you, enough so that that you feel you're acclimatised enough to venture into the Fire Swamp.                                                                                                                                                                                                                                                                           | twilightforest:progress_lich                  |
| twilightforest:progress_lich                    | [Bring Out Your Dead]                      | Slay the Twilight Lich at top of his tower and retrieve a scepter to clear poisonous mosquitoes from the Swamp, see through blinding darkness of the Dark Forest's curse, and resist the Snowy Forest's chill.                                                                                                                                                                                                   | twilightforest:progress_naga                  |
| twilightforest:progress_merge                   | [Ultimate Showdown]                        | Slay the Hydra, Ur-Ghast, and Snow Queen to clear the acid rain and embolden yourself for the Highlands.                                                                                                                                                                                                                                                                                                         | twilightforest:progress_lich                  |
| twilightforest:progress_naga                    | [Time To Even The Scales]                  | Slay the Naga in its forest courtyard and obtain a Naga Scale to overcome the barrier magic surrounding the Lich's tower.                                                                                                                                                                                                                                                                                        | twilightforest:twilight_hunter                |
| twilightforest:progress_thorns                  | [Past the Thorns [NYI]]                    | Make it past the Thornlands, and unlock the door of the castle.                                                                                                                                                                                                                                                                                                                                                  | twilightforest:progress_troll                 |
| twilightforest:progress_troll                   | [I Wish For More Burning]                  | Find the Lamp of Cinders in the troll caves, and you can burn away the thorn barriers.                                                                                                                                                                                                                                                                                                                           | twilightforest:progress_merge                 |
| twilightforest:progress_trophy_pedestal         | [Trophied Champion]                        | Claim your title by placing a trophy on the pedestal in the dark forest ruins.                                                                                                                                                                                                                                                                                                                                   | twilightforest:progress_lich                  |
| twilightforest:progress_ur_ghast                | [Tears of Fire]                            | Touch the fiery red tears of the Ur-Ghast.                                                                                                                                                                                                                                                                                                                                                                       | twilightforest:ghast_trap                     |
| twilightforest:progress_yeti                    | [Alpha Fur]                                | Line your garments with the soft fur from the Alpha Yeti, keeping you safe from the Glacier's cold.                                                                                                                                                                                                                                                                                                              | twilightforest:progress_lich                  |
| twilightforest:quest_ram                        | [Consummate Baaahs]                        | Give the Questing Ram what it is missing.                                                                                                                                                                                                                                                                                                                                                                        | twilightforest:root                           |
| twilightforest:root                             | [Twilight Forest]                          | Enter the mysterious magical woodlands; the Twilight Forest.                                                                                                                                                                                                                                                                                                                                                     | -                                             |
| twilightforest:twilight_dinner                  | [We Dine At Eternal Sundown]               | Eat ALL of the Food exclusive to the Twilight Forest.                                                                                                                                                                                                                                                                                                                                                            | twilightforest:root                           |
| twilightforest:twilight_hunter                  | [The Silence of the Forest]                | Hunt some of the local wildlife.                                                                                                                                                                                                                                                                                                                                                                                 | twilightforest:root                           |
+-------------------------------------------------+--------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------------------------------+
| ID                                              | Name                                       | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                        |
+-------------------------------------------------+--------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------------------------------+
