+----------------------------------+-------------------------------------------+------------------------------+-----+
| Mod name                         | Registry name                             | Entity class name            |  ID |
| The Twilight Forest              | twilightforest:winter_wolf                | EntityTFWinterWolf           |  46 |
| The Twilight Forest              | twilightforest:wraith                     | EntityTFWraith               |   8 |
| The Twilight Forest              | twilightforest:yeti                       | EntityTFYeti                 |  44 |
| The Twilight Forest              | twilightforest:yeti_alpha                 | EntityTFYetiAlpha            |  45 |
| Tinkers' Construct               | tconstruct:arrow                          | EntityArrow                  |  10 |
| Tinkers' Construct               | tconstruct:blueslime                      | EntityBlueSlime              |   1 |
| Tinkers' Construct               | tconstruct:bolt                           | EntityBolt                   |  11 |
| Tinkers' Construct               | tconstruct:fancy_frame                    | EntityFancyItemFrame         |   2 |
| Tinkers' Construct               | tconstruct:indestructible                 | IndestructibleEntityItem     |   0 |
| Tinkers' Construct               | tconstruct:shuriken                       | EntityShuriken               |  12 |
| Tinkers' Construct               | tconstruct:throwball                      | EntityThrowball              |   3 |
+----------------------------------+-------------------------------------------+------------------------------+-----+
| Mod name                         | Registry name                             | Entity class name            |  ID |
+----------------------------------+-------------------------------------------+------------------------------+-----+
